1	human	BU	Orchid	None	\N	wgEncodeEH000001	2011-04-20 09:41:32
2299	human	HudsonAlpha	ChipSeq	T-47D	antibody=ERalpha_a protocol=v041610.2 treatment=BPA_100nM	wgEncodeEH002299	2012-01-18 12:54:43
2300	human	HudsonAlpha	ChipSeq	ECC-1	antibody=CTCF_(SC-5916) protocol=v041610.2 treatment=DMSO_0.02pct	wgEncodeEH002300	2012-01-18 12:54:40
2301	human	HudsonAlpha	ChipSeq	SK-N-SH	antibody=TAF1 protocol=v041610.1	wgEncodeEH002301	2012-01-18 12:54:43
2302	human	HudsonAlpha	ChipSeq	H1-hESC	antibody=SP2_(SC-643) protocol=v042211.1	wgEncodeEH002302	2012-01-18 12:54:41
2303	human	HudsonAlpha	ChipSeq	A549	antibody=BCL3 protocol=v042211.1 treatment=EtOH_0.02pct	wgEncodeEH002303	2012-01-18 12:54:39
2304	human	HudsonAlpha	ChipSeq	HepG2	antibody=CEBPB_(SC-150) protocol=v041610.1	wgEncodeEH002304	2012-02-15 14:42:20
2305	human	HudsonAlpha	ChipSeq	HepG2	antibody=CEBPD_(SC-636) protocol=v041610.1	wgEncodeEH002305	2012-01-18 12:54:42
2306	human	HudsonAlpha	ChipSeq	GM12878	antibody=ATF2_(SC-81188) protocol=v042211.1	wgEncodeEH002306	2012-01-18 12:54:40
2307	human	HudsonAlpha	ChipSeq	GM12878	antibody=NFATC1_(SC-17834) protocol=v042211.1	wgEncodeEH002307	2012-01-18 12:54:41
2308	human	HudsonAlpha	ChipSeq	GM12878	antibody=PML_(SC-71910) protocol=v042211.1	wgEncodeEH002308	2012-01-18 12:54:41
2309	human	HudsonAlpha	ChipSeq	PFSK-1	antibody=TAF1 protocol=v041610.1	wgEncodeEH002309	2012-01-18 12:54:42
2310	human	HudsonAlpha	ChipSeq	A549	antibody=FOSL2 protocol=v042211.1 treatment=EtOH_0.02pct	wgEncodeEH002310	2012-01-18 12:54:40
2311	human	HudsonAlpha	ChipSeq	A549	antibody=NRSF protocol=v042211.1 treatment=EtOH_0.02pct	wgEncodeEH002311	2012-01-18 12:54:40
2312	human	HudsonAlpha	ChipSeq	A549	antibody=TCF12 protocol=v042211.1 treatment=EtOH_0.02pct	wgEncodeEH002312	2012-01-18 12:54:40
2313	human	HudsonAlpha	ChipSeq	ECC-1	antibody=ERalpha_a protocol=v041610.2 treatment=BPA_100nM	wgEncodeEH002313	2012-01-18 12:54:40
2314	human	HudsonAlpha	ChipSeq	GM12878	antibody=NRSF protocol=PCR1x	wgEncodeEH002314	2012-01-18 12:54:41
2315	human	HudsonAlpha	ChipSeq	GM12878	antibody=TCF3_(SC-349) protocol=PCR1x	wgEncodeEH002315	2012-01-18 12:54:41
2316	human	HudsonAlpha	ChipSeq	H1-hESC	antibody=ATF2_(SC-81188) protocol=v042211.1	wgEncodeEH002316	2012-01-18 12:54:41
2317	human	HudsonAlpha	ChipSeq	H1-hESC	antibody=SP4_(V-20) protocol=v042211.1	wgEncodeEH002317	2012-01-18 12:54:41
2318	human	HudsonAlpha	ChipSeq	HepG2	antibody=MBD4_(SC-271530) protocol=v042211.1	wgEncodeEH002318	2012-01-18 12:54:42
2319	human	HudsonAlpha	ChipSeq	HepG2	antibody=NFIC_(SC-81335) protocol=v042211.1	wgEncodeEH002319	2012-01-18 12:54:42
2320	human	HudsonAlpha	ChipSeq	K562	antibody=PML_(SC-71910) protocol=v042211.1	wgEncodeEH002320	2012-01-18 12:54:42
2321	human	HudsonAlpha	ChipSeq	GM12878	antibody=STAT5A_(SC-74442) protocol=v042211.1	wgEncodeEH002321	2012-01-18 12:54:41
2322	human	HudsonAlpha	ChipSeq	A549	antibody=CREB1_(SC-240) protocol=PCR1x treatment=EtOH_0.02pct	wgEncodeEH002322	2012-01-18 12:54:40
2323	human	HudsonAlpha	ChipSeq	A549	antibody=CREB1_(SC-240) protocol=v041610.2 treatment=DEX_100nM	wgEncodeEH002323	2012-01-18 12:54:39
2324	human	HudsonAlpha	ChipSeq	A549	antibody=CREB1_(SC-240) protocol=v041610.2 treatment=EtOH_0.02pct	wgEncodeEH002324	2012-01-18 12:54:40
2325	human	HudsonAlpha	ChipSeq	A549	antibody=FOXA1_(SC-101058) protocol=v041610.2 treatment=EtOH_0.02pct	wgEncodeEH002325	2012-01-18 12:54:40
2326	human	HudsonAlpha	ChipSeq	A549	antibody=FOXA2_(SC-6554) protocol=v041610.2 treatment=EtOH_0.02pct	wgEncodeEH002326	2012-01-18 12:54:40
2327	human	HudsonAlpha	ChipSeq	A549	antibody=JunD protocol=v041610.2 treatment=EtOH_0.02pct	wgEncodeEH002327	2012-01-18 12:54:40
2328	human	HudsonAlpha	ChipSeq	GM12878	antibody=Egr-1 protocol=PCR2x	wgEncodeEH002328	2012-01-18 12:54:41
2329	human	HudsonAlpha	ChipSeq	GM12878	antibody=MTA3_(SC-81325) protocol=v042211.1	wgEncodeEH002329	2012-01-18 12:54:41
2330	human	HudsonAlpha	ChipSeq	GM12878	antibody=RUNX3_(SC-101553) protocol=v042211.1	wgEncodeEH002330	2012-01-18 12:54:41
2331	human	HudsonAlpha	ChipSeq	HUVEC	antibody=Control protocol=PCR1x	wgEncodeEH002331	2012-01-18 12:54:41
2332	human	HudsonAlpha	ChipSeq	K562	antibody=RevXlinkChromatin protocol=v042211.1	wgEncodeEH002332	2012-01-26 14:13:21
2333	human	HudsonAlpha	ChipSeq	K562	antibody=TEAD4_(SC-101184) protocol=v042211.1	wgEncodeEH002333	2012-01-18 12:54:42
2334	human	Caltech	ChipSeq	LHCN-M2	antibody=Input protocol=PCR1x treatment=DIFF_7d	\N	2012-10-05 13:16:50
2335	human	Caltech	ChipSeq	LHCN-M2	antibody=Input protocol=PCR1x	\N	2012-10-05 13:16:46
2336	human	Caltech	ChipSeq	LHCN-M2	antibody=MyoD_(sc-32758) protocol=PCR1x treatment=DIFF_7d	\N	2012-10-05 13:16:40
2337	human	Caltech	ChipSeq	LHCN-M2	antibody=NRSF protocol=PCR1x treatment=DIFF_7d	\N	2012-10-05 13:16:35
2338	human	Caltech	ChipSeq	LHCN-M2	antibody=Myogenin_(sc-12732) protocol=PCR1x treatment=DIFF_7d	\N	2012-10-05 13:16:31
2339	human	Caltech	ChipSeq	LHCN-M2	antibody=Pol2-4H8 protocol=PCR1x treatment=DIFF_7d	\N	2012-10-05 13:16:23
2340	human	Caltech	ChipSeq	LHCN-M2	antibody=Pol2-4H8 protocol=PCR1x	\N	2012-10-05 13:16:14
2341	human	HudsonAlpha	ChipSeq	A549	antibody=SIX5 protocol=v042211.1 treatment=EtOH_0.02pct	wgEncodeEH002341	2012-01-18 12:54:40
2342	human	HudsonAlpha	ChipSeq	A549	antibody=Sin3Ak-20 protocol=v042211.1 treatment=EtOH_0.02pct	wgEncodeEH002342	2012-01-18 12:54:40
2343	human	HudsonAlpha	ChipSeq	GM12878	antibody=NFIC_(SC-81335) protocol=v042211.1	wgEncodeEH002343	2012-01-18 12:54:41
2344	human	HudsonAlpha	ChipSeq	HepG2	antibody=MYBL2_(SC-81192) protocol=v042211.1	wgEncodeEH002344	2012-01-18 12:54:42
2345	human	HudsonAlpha	ChipSeq	HepG2	antibody=TEAD4_(SC-101184) protocol=v042211.1	wgEncodeEH002345	2012-01-18 12:54:42
2346	human	HudsonAlpha	ChipSeq	K562	antibody=CEBPB_(SC-150) protocol=v042211.1	wgEncodeEH002346	2012-01-18 12:54:42
2347	human	HudsonAlpha	ChipSeq	K562	antibody=STAT5A_(SC-74442) protocol=v042211.1	wgEncodeEH002347	2012-01-18 12:54:42
2348	mouse	PSU-m	ChipSeq	G1E-ER4	antibody=TAL1_(SC-12984) treatment=diffProtD_24hr	wgEncodeEM002348	2012-08-06 09:35:42
2349	mouse	PSU-m	ChipSeq	Erythrobl	antibody=GATA1_(SC-265)	wgEncodeEM002349	2012-01-19 17:02:58
2350	mouse	PSU-m	ChipSeq	Erythrobl	antibody=Input	wgEncodeEM002350	2012-01-19 17:02:58
2351	mouse	PSU-m	ChipSeq	Megakaryo	antibody=GATA1_(SC-265)	wgEncodeEM002351	2012-01-19 17:02:59
2352	mouse	PSU-m	ChipSeq	Megakaryo	antibody=Input	wgEncodeEM002352	2012-01-19 17:02:59
2353	mouse	PSU-m	ChipSeq	CH12	antibody=PAX5_(N-15)	wgEncodeEM002353	2012-01-19 17:02:58
2354	mouse	PSU-m	ChipSeq	G1E	antibody=Pol2-4H8	wgEncodeEM002354	2012-01-19 17:02:59
2355	mouse	PSU-m	ChipSeq	G1E-ER4	antibody=Pol2-4H8 treatment=diffProtD_24hr	wgEncodeEM002355	2012-08-06 09:32:22
2356	mouse	PSU-m	ChipSeq	G1E	antibody=GATA2_(SC-9008)	wgEncodeEM002356	2012-01-19 17:02:58
2357	mouse	PSU-m	ChipSeq	G1E-ER4	antibody=GATA2_(SC-9008) treatment=diffProtD_24hr	wgEncodeEM002357	2012-08-06 09:29:02
2358	mouse	PSU-m	ChipSeq	G1E	antibody=GATA1_(SC-265)	wgEncodeEM002358	2012-01-19 17:02:58
2359	mouse	PSU-m	ChipSeq	Erythrobl	antibody=TAL1_(SC-12984)	wgEncodeEM002359	2012-01-19 17:02:58
2360	mouse	PSU-m	ChipSeq	MEL	antibody=TAL1_(SC-12984)	wgEncodeEM002360	2012-01-19 17:02:59
2361	mouse	PSU-m	ChipSeq	MEL	antibody=Pol2-4H8	wgEncodeEM002361	2012-01-19 17:02:59
2362	mouse	PSU-m	ChipSeq	CH12	antibody=H3K27me3	wgEncodeEM002362	2012-01-19 17:04:01
2363	mouse	PSU-m	ChipSeq	G1E	antibody=H3K27me3	wgEncodeEM002363	2012-01-19 17:04:02
2364	mouse	PSU-m	ChipSeq	CH12	antibody=H3K36me3	wgEncodeEM002364	2012-01-19 17:04:01
2365	mouse	PSU-m	ChipSeq	G1E	antibody=H3K36me3	wgEncodeEM002365	2012-01-19 17:04:02
2366	mouse	PSU-m	ChipSeq	CH12	antibody=H3K4me3	wgEncodeEM002366	2012-01-19 17:04:01
2367	mouse	PSU-m	ChipSeq	Megakaryo	antibody=H3K4me3	wgEncodeEM002367	2012-01-19 17:04:02
2368	mouse	PSU-m	ChipSeq	G1E-ER4	antibody=H3K36me3	wgEncodeEM002368	2012-03-23 15:06:20
2369	mouse	PSU-m	ChipSeq	Megakaryo	antibody=H3K4me1	wgEncodeEM002369	2012-01-19 17:04:02
2370	mouse	PSU-m	ChipSeq	CH12	antibody=H3K4me1	wgEncodeEM002370	2012-01-19 17:04:01
2371	mouse	PSU-m	ChipSeq	Erythrobl	antibody=H3K27me3	wgEncodeEM002371	2012-01-19 17:04:01
2372	mouse	PSU-m	ChipSeq	CH12	antibody=H3K9me3	wgEncodeEM002372	2012-01-19 17:04:01
2373	mouse	PSU-m	ChipSeq	Erythrobl	antibody=H3K9me3	wgEncodeEM002373	2012-01-19 17:04:02
2374	mouse	PSU-m	ChipSeq	G1E	antibody=H3K9me3	wgEncodeEM002374	2012-01-19 17:04:02
2375	mouse	PSU-m	ChipSeq	Erythrobl	antibody=H3K36me3	wgEncodeEM002375	2012-01-19 17:04:01
2376	mouse	PSU-m	ChipSeq	Erythrobl	antibody=H3K4me1	wgEncodeEM002376	2012-01-19 17:04:01
2377	mouse	PSU-m	ChipSeq	G1E-ER4	antibody=H3K9me3	wgEncodeEM002377	2012-03-23 15:06:20
2378	mouse	PSU-m	ChipSeq	Megakaryo	antibody=H3K36me3	wgEncodeEM002378	2012-01-19 17:04:02
2379	mouse	PSU-m	ChipSeq	Megakaryo	antibody=H3K9me3	wgEncodeEM002379	2012-01-19 17:04:02
2380	mouse	PSU-m	ChipSeq	Erythrobl	antibody=H3K4me3	wgEncodeEM002380	2012-01-19 17:04:01
2381	mouse	PSU-m	ChipSeq	Megakaryo	antibody=H3K27me3	wgEncodeEM002381	2012-01-19 17:04:02
2382	human	HudsonAlpha	ChipSeq	K562	antibody=NR2F2_(SC-271940) protocol=v042211.1	wgEncodeEH002382	2012-01-23 16:01:15
2383	human	HudsonAlpha	ChipSeq	K562	antibody=CBX3_(SC-101004) protocol=v042211.1	wgEncodeEH002383	2012-01-23 16:01:15
2688	human	Duke	DnaseSeq	Medullo_D341	\N	wgEncodeEH002688	2012-03-26 15:31:47
2384	human	UW	RepliSeq	SK-N-SH	\N	wgEncodeEH002384	2012-01-26 08:12:41
2394	human	Broad	ChipSeq	HSMMtube	antibody=H3K9me3	wgEncodeEH002394	2012-02-08 10:33:53
2395	human	Broad	ChipSeq	HeLa-S3	antibody=H2A.Z	wgEncodeEH002395	2012-02-08 10:33:53
2396	human	Broad	ChipSeq	HeLa-S3	antibody=H3K9me3	wgEncodeEH002396	2012-02-08 10:33:53
2397	human	Broad	ChipSeq	NH-A	antibody=H2A.Z	wgEncodeEH002397	2012-02-08 10:33:53
2398	human	Broad	ChipSeq	NH-A	antibody=H3K79me2	wgEncodeEH002398	2012-02-08 10:33:53
2399	human	Broad	ChipSeq	NH-A	antibody=H3K9me3	wgEncodeEH002399	2012-02-08 10:33:54
2400	human	Broad	ChipSeq	Osteobl	antibody=H3K27me3	wgEncodeEH002400	2012-02-08 10:33:54
2401	human	Broad	ChipSeq	Osteobl	antibody=H4K20me1	wgEncodeEH002401	2012-02-08 10:33:54
2402	human	Broad	ChipSeq	Dnd41	antibody=CTCF	wgEncodeEH002402	2012-02-08 10:33:52
2403	human	Broad	ChipSeq	Dnd41	antibody=H2A.Z	wgEncodeEH002403	2012-02-08 10:33:52
2404	human	Broad	ChipSeq	Dnd41	antibody=H3K27ac	wgEncodeEH002404	2012-02-08 10:33:52
2405	human	Broad	ChipSeq	Dnd41	antibody=H3K36me3	wgEncodeEH002405	2012-02-08 10:33:52
2406	human	Broad	ChipSeq	Dnd41	antibody=H3K4me1	wgEncodeEH002406	2012-02-08 10:33:52
2407	human	Broad	ChipSeq	Dnd41	antibody=H3K4me2	wgEncodeEH002407	2012-02-08 10:33:52
2408	human	Broad	ChipSeq	Dnd41	antibody=H3K4me3	wgEncodeEH002408	2012-02-08 10:33:52
2409	human	Broad	ChipSeq	Dnd41	antibody=H3K79me2	wgEncodeEH002409	2012-02-08 10:33:52
2410	human	Broad	ChipSeq	Dnd41	antibody=H4K20me1	wgEncodeEH002410	2012-02-08 10:33:52
2411	human	Broad	ChipSeq	GM12878	antibody=EZH2_(39875)	wgEncodeEH002411	2012-02-08 10:33:52
2412	human	Broad	ChipSeq	HMEC	antibody=EZH2_(39875)	wgEncodeEH002412	2012-02-08 10:33:53
2413	human	Broad	ChipSeq	HMEC	antibody=H2A.Z	wgEncodeEH002413	2012-02-08 10:33:53
2414	human	Broad	ChipSeq	HMEC	antibody=H3K9me3	wgEncodeEH002414	2012-02-08 10:33:53
2415	human	Broad	ChipSeq	HSMM	antibody=EZH2_(39875)	wgEncodeEH002415	2012-02-08 10:33:53
2416	human	Broad	ChipSeq	HepG2	antibody=EZH2_(39875)	wgEncodeEH002416	2012-02-08 10:33:53
2417	human	Broad	ChipSeq	NHDF-Ad	antibody=H4K20me1	wgEncodeEH002417	2012-02-08 10:33:54
2418	human	Broad	ChipSeq	NHEK	antibody=EZH2_(39875)	wgEncodeEH002418	2012-02-08 10:33:54
2419	human	Broad	ChipSeq	NHEK	antibody=H2A.Z	wgEncodeEH002419	2012-02-08 10:33:54
2420	human	Broad	ChipSeq	NHEK	antibody=H3K79me2	wgEncodeEH002420	2012-02-08 10:33:54
2421	human	Broad	ChipSeq	NHEK	antibody=H3K9me3	wgEncodeEH002421	2012-02-08 10:33:54
2422	human	Broad	ChipSeq	NHLF	antibody=EZH2_(39875)	wgEncodeEH002422	2012-02-08 10:33:54
2423	human	Broad	ChipSeq	NHLF	antibody=H2A.Z	wgEncodeEH002423	2012-02-08 10:33:54
2424	human	Broad	ChipSeq	NHLF	antibody=H3K9me3	wgEncodeEH002424	2012-02-08 10:33:54
2425	human	Broad	ChipSeq	NH-A	antibody=EZH2_(39875)	wgEncodeEH002425	2012-02-08 10:33:53
2426	human	Broad	ChipSeq	NH-A	antibody=H3K4me2	wgEncodeEH002426	2012-02-08 10:33:53
2427	human	Broad	ChipSeq	NH-A	antibody=H3K9ac	wgEncodeEH002427	2012-02-08 10:33:53
2428	human	Broad	ChipSeq	NH-A	antibody=H4K20me1	wgEncodeEH002428	2012-02-08 10:33:54
2429	human	Broad	ChipSeq	NHDF-Ad	antibody=H3K4me1	wgEncodeEH002429	2012-02-08 10:33:54
2430	human	Broad	ChipSeq	NHDF-Ad	antibody=H3K79me2	wgEncodeEH002430	2012-02-08 10:33:54
2431	human	Broad	ChipSeq	NHDF-Ad	antibody=H3K9me3	wgEncodeEH002431	2012-02-08 10:33:54
2432	human	Broad	ChipSeq	Dnd41	antibody=H3K9ac	wgEncodeEH002432	2012-02-08 10:33:52
2433	human	Broad	ChipSeq	Dnd41	antibody=H3K9me3	wgEncodeEH002433	2012-02-08 10:33:52
2434	human	Broad	ChipSeq	Dnd41	antibody=Input	wgEncodeEH002434	2012-02-08 10:33:52
2435	human	Broad	ChipSeq	HMEC	antibody=H3K79me2	wgEncodeEH002435	2012-02-08 10:33:53
2436	human	Broad	ChipSeq	HUVEC	antibody=H2A.Z	wgEncodeEH002436	2012-02-08 10:33:53
2437	human	Broad	ChipSeq	HUVEC	antibody=H3K79me2	wgEncodeEH002437	2012-02-08 10:33:53
2438	human	Broad	ChipSeq	NHDF-Ad	antibody=EZH2_(39875)	wgEncodeEH002438	2012-02-08 10:33:54
2439	human	Broad	ChipSeq	NHLF	antibody=H3K79me2	wgEncodeEH002439	2012-02-08 10:33:54
2440	human	Broad	ChipSeq	Osteobl	antibody=H3K79me2	wgEncodeEH002440	2012-02-08 10:33:54
2441	human	UW	DnaseDgf	AG10803	\N	wgEncodeEH002441	2012-02-08 11:30:04
2442	human	UW	DnaseDgf	CD20+_RO01778	\N	wgEncodeEH002442	2012-02-08 11:30:04
2443	human	UW	DnaseDgf	GM12865	\N	wgEncodeEH002443	2012-02-08 11:30:04
2444	human	UW	DnaseDgf	HCF	\N	wgEncodeEH002444	2012-02-08 11:30:04
2445	human	UW	DnaseDgf	HFF	\N	wgEncodeEH002445	2012-02-08 11:30:04
2446	human	UW	DnaseDgf	HIPEpiC	\N	wgEncodeEH002446	2012-02-08 11:30:04
2447	human	UW	DnaseDgf	HMVEC-LLy	\N	wgEncodeEH002447	2012-02-08 11:30:04
2448	human	UW	DnaseDgf	HMVEC-dBl-Neo	\N	wgEncodeEH002448	2012-02-08 11:30:04
2449	human	UW	DnaseDgf	HMVEC-dLy-Neo	\N	wgEncodeEH002449	2012-02-08 11:30:04
2450	human	UW	DnaseDgf	HSMM	\N	wgEncodeEH002450	2012-02-08 11:30:04
2451	human	UW	DnaseDgf	NB4	\N	wgEncodeEH002451	2012-02-08 11:30:05
2452	human	UW	DnaseDgf	HA-h	\N	wgEncodeEH002452	2012-02-08 11:30:04
2453	human	UW	DnaseDgf	HCM	\N	wgEncodeEH002453	2012-02-08 11:30:04
2454	human	UW	DnaseDgf	HEEpiC	\N	wgEncodeEH002454	2012-02-08 11:30:04
2455	human	UW	DnaseDgf	HVMF	\N	wgEncodeEH002455	2012-02-08 11:30:04
2456	human	UW	DnaseDgf	Monocytes-CD14+_RO01746	\N	wgEncodeEH002456	2012-02-08 11:30:05
2457	human	UW	DnaseDgf	NHDF-neo	\N	wgEncodeEH002457	2012-02-08 11:30:05
2458	human	UW	DnaseDgf	NHLF	\N	wgEncodeEH002458	2012-02-08 11:30:05
2459	human	UW	DnaseDgf	HA-sp	\N	wgEncodeEH002459	2012-02-08 11:30:04
2460	human	UW	DnaseDgf	HUVEC	\N	wgEncodeEH002460	2012-02-08 11:30:04
2461	human	CSHL	RnaSeq	A549	localization=cytosol protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002461	2012-02-15 13:09:44
2462	human	CSHL	RnaSeq	A549	localization=nucleus protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002462	2012-02-15 13:09:44
2463	human	CSHL	RnaSeq	IMR90	localization=cytosol protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002463	2012-02-15 13:09:44
2464	human	CSHL	RnaSeq	IMR90	localization=nucleus protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002464	2012-02-15 13:09:44
2465	human	CSHL	RnaSeq	IMR90	localization=cell protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002465	2012-02-15 13:09:44
2466	human	CSHL	RnaSeq	MCF-7	localization=cytosol protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002466	2012-02-15 13:09:44
2467	human	CSHL	RnaSeq	MCF-7	localization=nucleus protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002467	2012-02-15 13:09:44
2468	human	CSHL	RnaSeq	SK-N-SH	localization=cytosol protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002468	2012-02-15 13:09:44
2469	human	CSHL	RnaSeq	SK-N-SH	localization=nucleus protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002469	2012-02-15 13:09:44
2470	human	CSHL	RnaSeq	SK-N-SH	localization=cell protocol=TAP-Only rnaExtract=shortTotal	wgEncodeEH002470	2012-02-15 13:09:44
2471	mouse	LICR-m	ChipSeq	OlfactBulb	age=adult-8wks antibody=H3K27ac	wgEncodeEM002471	2012-02-15 12:40:59
2472	mouse	LICR-m	ChipSeq	OlfactBulb	age=adult-8wks antibody=H3K4me1	wgEncodeEM002472	2012-02-15 12:40:59
2473	mouse	LICR-m	ChipSeq	OlfactBulb	age=adult-8wks antibody=Input	wgEncodeEM002473	2012-02-15 12:40:59
2474	mouse	LICR-m	ChipSeq	Thymus	age=adult-8wks antibody=H3K27ac	wgEncodeEM002474	2012-02-15 12:40:59
2475	mouse	LICR-m	ChipSeq	Thymus	age=adult-8wks antibody=H3K4me1	wgEncodeEM002475	2012-02-15 12:40:59
2476	mouse	LICR-m	ChipSeq	Thymus	age=adult-8wks antibody=H3K4me3	wgEncodeEM002476	2012-02-15 12:40:59
2477	mouse	LICR-m	ChipSeq	Thymus	age=adult-8wks antibody=Input	wgEncodeEM002477	2012-02-15 12:40:59
2478	mouse	LICR-m	ChipSeq	BoneMarrow	age=adult-8wks antibody=H3K27ac	wgEncodeEM002478	2012-02-15 12:40:59
2479	mouse	LICR-m	ChipSeq	Limb	age=E14.5 antibody=H3K27ac	wgEncodeEM002479	2012-02-15 12:40:59
2480	mouse	LICR-m	ChipSeq	Limb	age=E14.5 antibody=H3K4me1	wgEncodeEM002480	2012-02-15 12:40:59
2481	mouse	LICR-m	ChipSeq	Limb	age=E14.5 antibody=H3K4me3	wgEncodeEM002481	2012-02-15 12:40:59
2482	mouse	LICR-m	ChipSeq	Limb	age=E14.5 antibody=Input	wgEncodeEM002482	2012-02-15 12:40:59
2483	mouse	LICR-m	ChipSeq	SmIntestine	age=adult-8wks antibody=H3K27ac	wgEncodeEM002483	2012-02-15 12:40:59
2484	mouse	LICR-m	ChipSeq	SmIntestine	age=adult-8wks antibody=H3K4me1	wgEncodeEM002484	2012-02-15 12:40:59
2485	mouse	LICR-m	ChipSeq	SmIntestine	age=adult-8wks antibody=H3K4me3	wgEncodeEM002485	2012-02-15 12:40:59
2486	mouse	LICR-m	ChipSeq	SmIntestine	age=adult-8wks antibody=Input	wgEncodeEM002486	2012-02-15 12:40:59
2487	mouse	LICR-m	ChipSeq	Testis	age=adult-8wks antibody=H3K27ac	wgEncodeEM002487	2012-02-15 12:40:59
2488	mouse	LICR-m	ChipSeq	Testis	age=adult-8wks antibody=H3K4me1	wgEncodeEM002488	2012-02-15 12:40:59
2489	mouse	LICR-m	ChipSeq	Testis	age=adult-8wks antibody=H3K4me3	wgEncodeEM002489	2012-02-15 12:40:59
2490	mouse	LICR-m	ChipSeq	Testis	age=adult-8wks antibody=Input	wgEncodeEM002490	2012-02-15 12:40:59
2491	mouse	LICR-m	ChipSeq	WholeBrain	age=E14.5 antibody=H3K27ac	wgEncodeEM002491	2012-02-15 12:41:00
2492	mouse	LICR-m	ChipSeq	WholeBrain	age=E14.5 antibody=H3K4me1	wgEncodeEM002492	2012-02-15 12:41:00
2493	mouse	LICR-m	ChipSeq	WholeBrain	age=E14.5 antibody=H3K4me3	wgEncodeEM002493	2012-02-15 12:41:00
2494	mouse	LICR-m	ChipSeq	WholeBrain	age=E14.5 antibody=Input	wgEncodeEM002494	2012-02-15 12:41:00
2495	mouse	LICR-m	ChipSeq	Cerebellum	age=adult-8wks antibody=H3K27ac	wgEncodeEM002495	2012-02-15 12:40:59
2496	mouse	LICR-m	ChipSeq	Cortex	age=adult-8wks antibody=H3K27ac	wgEncodeEM002496	2012-02-15 12:40:59
2497	mouse	LICR-m	ChipSeq	ES-Bruce4	age=E0 antibody=H3K27ac	wgEncodeEM002497	2012-02-15 12:40:59
2498	mouse	LICR-m	ChipSeq	Heart	age=adult-8wks antibody=H3K27ac	wgEncodeEM002498	2012-02-15 12:40:59
2499	mouse	LICR-m	ChipSeq	Kidney	age=adult-8wks antibody=H3K27ac	wgEncodeEM002499	2012-02-15 12:40:59
2500	mouse	LICR-m	ChipSeq	Liver	age=adult-8wks antibody=H3K27ac	wgEncodeEM002500	2012-02-15 12:40:59
2501	mouse	LICR-m	ChipSeq	MEF	age=adult-8wks antibody=H3K27ac	wgEncodeEM002501	2012-02-15 12:40:59
2502	mouse	LICR-m	ChipSeq	Spleen	age=adult-8wks antibody=H3K27ac	wgEncodeEM002502	2012-02-15 12:40:59
2503	mouse	LICR-m	ChipSeq	Heart	age=E14.5 antibody=H3K27ac	wgEncodeEM002503	2012-02-15 12:40:59
2504	mouse	LICR-m	ChipSeq	Heart	age=E14.5 antibody=H3K4me1	wgEncodeEM002504	2012-02-15 12:40:59
2505	mouse	LICR-m	ChipSeq	Heart	age=E14.5 antibody=H3K4me3	wgEncodeEM002505	2012-02-15 12:40:59
2506	mouse	LICR-m	ChipSeq	Heart	age=E14.5 antibody=Input	wgEncodeEM002506	2012-02-15 12:40:59
2507	mouse	LICR-m	ChipSeq	Placenta	age=adult-8wks antibody=H3K27ac	wgEncodeEM002507	2012-02-15 12:40:59
2508	mouse	LICR-m	ChipSeq	Placenta	age=adult-8wks antibody=H3K4me1	wgEncodeEM002508	2012-02-15 12:40:59
2509	mouse	LICR-m	ChipSeq	Placenta	age=adult-8wks antibody=H3K4me3	wgEncodeEM002509	2012-02-15 12:40:59
2510	mouse	LICR-m	ChipSeq	Placenta	age=adult-8wks antibody=Input	wgEncodeEM002510	2012-02-15 12:40:59
2511	mouse	LICR-m	ChipSeq	OlfactBulb	age=adult-8wks antibody=H3K4me3	wgEncodeEM002511	2012-02-15 12:40:59
2512	mouse	CSHL-m	RnaSeq	Colon	age=adult-8wks	wgEncodeEM002512	2012-02-15 11:59:21
2513	mouse	CSHL-m	RnaSeq	Heart	age=adult-8wks	wgEncodeEM002513	2012-02-15 11:59:21
2514	mouse	CSHL-m	RnaSeq	Kidney	age=adult-8wks	wgEncodeEM002514	2012-02-15 11:59:21
2515	mouse	CSHL-m	RnaSeq	Liver	age=adult-8wks	wgEncodeEM002515	2012-02-15 11:59:21
2516	mouse	CSHL-m	RnaSeq	Lung	age=adult-8wks	wgEncodeEM002516	2012-02-15 11:59:21
2517	mouse	CSHL-m	RnaSeq	Spleen	age=adult-8wks	wgEncodeEM002517	2012-02-15 11:59:21
2518	mouse	CSHL-m	RnaSeq	Thymus	age=adult-8wks	wgEncodeEM002518	2012-02-15 11:59:21
2519	mouse	CSHL-m	RnaSeq	Testis	age=adult-8wks	wgEncodeEM002519	2012-02-15 11:59:21
2520	mouse	CSHL-m	RnaSeq	Adrenal	age=adult-8wks	wgEncodeEM002520	2012-02-15 11:59:21
